150840019534,"ТОО ""EUROKOR TRADE""",31020,Производство кухонной мебели,751310000,г.Алматы Ауэзовский район,130,Малые предприятия (от 21 до 30 чел.)
161140016727,"ТОО ""МЕБЕЛЬНОЕ АТЕЛЬЕ AURUM""",31020,Производство кухонной мебели,711210000,"г.Астана район ""Есиль""",150,Малые предприятия (от 41 до 50 чел.)
110740009219,"ТОО ""ЦЕПРУС-ТРЕЙД""",31020,Производство кухонной мебели,631010000,Восточно-Казахстанская область Г.УСТЬ-КАМЕНОГОРСК,130,Малые предприятия (от 21 до 30 чел.)
140240005623,"ТОО ""COMPANY EQUIPMENT PROFESSIONAL""",31020,Производство кухонной мебели,751310000,г.Алматы Ауэзовский район,130,Малые предприятия (от 21 до 30 чел.)
940340000045,"ТОО ""УСТЬ-КАМЕНОГОРСКОЕ УЧЕБНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ КАЗАХСКОГО ОБЩЕСТВА СЛЕПЫХ""",31030,Производство матрасов,631010000,Восточно-Казахстанская область Г.УСТЬ-КАМЕНОГОРСК,130,Малые предприятия (от 21 до 30 чел.)
990340000014,"ТОО ""КЫЗЫЛОРДИНСКОЕ УЧЕБНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ КАЗАХСКОГО ОБЩЕСТВА СЛЕПЫХ""",31030,Производство матрасов,431010000,Кызылординская область Г.КЫЗЫЛОРДА,130,Малые предприятия (от 21 до 30 чел.)
031040003140,"ТОО ""DISTRILAB"" (ДИСТРИЛАБ)",31012,Производство мебели для офисов и предприятий торговли,751710000,г.Алматы Медеуский район,160,Малые предприятия (от 51 до 100 чел.)
051140010180,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АИНА ИНКОМ""",31012,Производство мебели для офисов и предприятий торговли,231010000,Атырауская область Г.АТЫРАУ,150,Малые предприятия (от 41 до 50 чел.)
920340000963,"ТОО ""КАРТ БЛАНШ""",31012,Производство мебели для офисов и предприятий торговли,231010000,Атырауская область Г.АТЫРАУ,150,Малые предприятия (от 41 до 50 чел.)
091040009636,"ТОО ""СЫР ЖИХАЗЫ KZ"" (КЗ)",31012,Производство мебели для офисов и предприятий торговли,431010000,Кызылординская область Г.КЫЗЫЛОРДА,150,Малые предприятия (от 41 до 50 чел.)
000340002948,"ТОО ""FREE STYLE""",31090,Производство прочей мебели,751510000,г.Алматы ЖЕТЫСУСКИЙ РАЙОН,160,Малые предприятия (от 51 до 100 чел.)
000340000773,"ТОО ""АЛЬФА ПЛЮС""",31090,Производство прочей мебели,751510000,г.Алматы ЖЕТЫСУСКИЙ РАЙОН,160,Малые предприятия (от 51 до 100 чел.)
